symbol,isin,name,market
URW,FR0013326246,UNIBAIL-RODAMCO-WE,Euronext Amsterdam
UNBL,FR0000054215,UNIBEL,Euronext Paris
UPG,BE0974371032,UNIFIEDPOST GROUP,Euronext Brussels
UNA,GB00B10RZP78,UNILEVER,Euronext Amsterdam
UFF,FR0000034548,UNION FIN.FRANCE,Euronext Paris
FPG,FR0000074197,UNION TECH.INFOR.,Euronext Paris
UPR,IE00BJ5FQX74,UNIPHAR PLC,Euronext Growth Dublin
ALUNT,FR0012709160,UNITI,Euronext Growth Paris
ALUPG,FR0010337865,UPERGY,Euronext Growth Paris
ALUVI,FR0011898584,UV GERMI,Euronext Growth Paris
VLK,NL0000302636,V LANSCHOT KEMPEN,Euronext Amsterdam
VAF,PTVAA0AM0019,VAA VISTA ALEGRE,Euronext Lisbon
ALVAL,FR0013254851,VALBIOTIS,Euronext Growth Paris
FR,FR0013176526,VALEO,Euronext Paris
VK,FR0013506730,VALLOUREC,Euronext Paris
VKBS,FR00140030K7,VALLOUREC BSA 21,Euronext Paris
VLA,FR0004056851,VALNEVA,Euronext Paris
MLVAL,FR0012833770,VALONEO,Euronext Access Paris
VALUE,NL0010661864,VALUE8,Euronext Amsterdam
PREVA,NL0015118803,VALUE8 CUM PREF,Euronext Amsterdam
VAM,NL0015000G40,VAM INVEST SHARES,Euronext Amsterdam
VAMT,NL0015000GH1,VAM INVEST TR SHA,Euronext Amsterdam
VAMW,NL0015000G32,VAM INVEST WARRANT,Euronext Amsterdam
VAN,BE0003839561,VAN DE VELDE,Euronext Brussels
MLVRE,ES0105623005,VANDOR REAL ESTATE,Euronext Access Paris
VASTN,NL0000288918,VASTNED,Euronext Amsterdam
VASTB,BE0003754687,VASTNED BELGIUM,Euronext Brussels
ALVU,FR0010766667,VENTE UNIQUE.COM,Euronext Growth Paris
VIE,FR0000124141,VEOLIA ENVIRON.,Euronext Paris
VEON,BMG9349W1038,VEON,Euronext Amsterdam
VRLA,FR0013447729,VERALLIA,Euronext Paris
ALVER,FR0004155240,VERGNET,Euronext Growth Paris
VMX,FR0010291245,VERIMATRIX,Euronext Paris
MLVER,FR0006174496,VERNEY CARRON,Euronext Access Paris
VETO,FR0004186856,VETOQUINOL,Euronext Paris
VGP,BE0003878957,VGP,Euronext Brussels
ALVIA,FR0010326090,VIALIFE,Euronext Growth Paris
VCT,FR0000031775,VICAT,Euronext Paris
VIL,FR0000050049,VIEL ET COMPAGNIE,Euronext Paris
RIN,FR0000052516,VILMORIN & CIE,Euronext Paris
DG,FR0000125486,VINCI,Euronext Paris
VIO,BE0974271034,VIOHALCO,Euronext Brussels
VIRP,FR0000031577,VIRBAC,Euronext Paris
ALVIV,FR0004029478,VISIATIV,Euronext Growth Paris
VIVBS,FR0014003O76,VISIATIV BS,Euronext Growth Paris
MLVIS,FR0010033480,VISIO NERF,Euronext Access Paris
SDT,FR0000065765,VISIODENT,Euronext Paris
VMGBS,FR0013322724,VISIOMED BSA2018-1,Euronext Growth Paris
ALVMG,FR0013481835,VISIOMED GROUP,Euronext Growth Paris
VMGBT,FR0013321817,VISIOMEDBSA26OCT23,Euronext Growth Paris
VTR,FR0010309096,VITURA,Euronext Paris
VIVNV,FR0014006O81,VIVENDI NV22,Euronext Paris
VIV,FR0000127771,VIVENDI SE,Euronext Paris
VVY,NL00150002Q7,VIVORYON,Euronext Amsterdam
ALVGO,FR0011532225,VOGO,Euronext Growth Paris
VTA,GG00B1GHHH78,VOLTA FINANCE,Euronext Amsterdam
VLTSA,FR0011995588,VOLTALIA,Euronext Paris
VPK,NL0009432491,VOPAK,Euronext Amsterdam
VGM,NO0011037483,VOW GREEN METALS,Euronext Growth Oslo
ALVDM,FR0004045847,VOYAGEURS DU MONDE,Euronext Growth Paris
VRAP,FR0000062796,VRANKEN-POMMERY,Euronext Paris
MLVRF,ES0105492005,VREF SEVILLE,Euronext Access Paris
WAGA,FR0012532810,WAGA ENERGY,Euronext Paris
ALLIX,FR0010131409,WALLIX,Euronext Growth Paris
WEB,BE0003734481,WAREHOUSES ESTATES,Euronext Brussels
WAVE,FR0013357621,WAVESTONE,Euronext Paris
WDP,BE0974349814,WDP,Euronext Brussels
ALWEC,FR0013079092,WE.CONNECT,Euronext Growth Paris
MLWEA,FR0010688465,WEACCESS GROUP,Euronext Access Paris
ALWED,FR0010688440,WEDIA,Euronext Growth Paris
MLWEL,FR0004152700,WELL,Euronext Access Paris
MF,FR0000121204,WENDEL,Euronext Paris
WHA,NL0000289213,WERELDHAVE,Euronext Amsterdam
WEHB,BE0003724383,WERELDHAVE BELGIUM,Euronext Brussels
WEST,NO0010768096,WESTERN BULK CHART,Euronext Growth Oslo
MLWEY,FR0010768770,WEYA,Euronext Access Paris
MLWRC,ES0105399002,WHITENI R CAJAL,Euronext Access Paris
ROCK,BE0974401334,WHITESTONE GROUP,Euronext Growth Brussels
ALWF,FR0014000P11,WINFARM,Euronext Growth Paris
ALWIT,FR0013143872,WITBE,Euronext Growth Paris
MLWIZ,FR00140047H7,WIZIBOAT,Euronext Access Paris
WOLE,BE0003600112,WOL. EXTENS. CERT,Euronext Brussels
WOLS,BE0003571792,WOL. SHOPPING CERT,Euronext Brussels
WKL,NL0000395903,WOLTERS KLUWER,Euronext Amsterdam
WLN,FR0011981968,WORLDLINE,Euronext Paris
XFAB,BE0974310428,X-FAB,Euronext Paris
XIL,FR0004034072,XILAM ANIMATION,Euronext Paris
XIOR,BE0974288202,XIOR,Euronext Brussels
XPLRA,NO0010895782,XPLORA TECHNOLOGIE,Euronext Growth Oslo
YATRA,JE00B1FBT077,YATRA,Euronext Amsterdam
YEW,IE00BDT5KP12,YEW GROVE REIT PLC,Euronext Dublin
ZAP,NO0010713936,ZAPTEC,Euronext Growth Oslo
MLZAM,ZM0000000037,ZCCM,Euronext Access Paris
CV,BMG9887P1068,ZCI LIMITED,Euronext Paris
ZENA,CA98936C1068,ZENITH ENERGY,Euronext Growth Oslo
ZEN,BE0003809267,ZENOBE GRAMME CERT,Euronext Brussels
ZWIPE,NO0010721277,ZWIPE,Euronext Growth Oslo
